yf_symbol,symbol,name,market_cap,price,ma200,diff,peak,peak_diff,rsi,price_source,price_basis,price_time,after_market_price,after_market_change_pct,eps_growth,hist_per_avg,foreign_supply,per,pbr,roe,debt_ratio,revenue_growth,operating_growth,eps_cagr,eps3y,revenue,operating_income,net_income,operating_margin,net_margin,operating_cashflow,free_cashflow,cash,total_debt,net_cash,dividend_yield,payout_ratio,dividend_per_share,dividend_total,dividend_source,dividend_growth_3y,dividend_consecutive_years,dividend_cut_flag,sector,industry,analyst_buy_ratio,consensus_revision,target_mean,target_high,target_low,target_upside,earnings_surprise_pct,finnhub_source,peg,cagr,peer_per_avg,peer_pbr_avg,peer_roe_avg,peer_group_count,peer_per_gap,peer_pbr_gap,data_date,us_10y_bond,score_per,score_pbr,score_roe,score_peg,score_cagr,score_eps3y,score_rsi,score_peak_diff,score,grade,rank
WMT,WMT,월마트,932.53,113.9000015258789,117.28739971160888,-2.8881177296615435,134.1999969482422,-15.126673535016932,42.572461988411874,daily_close,일봉 종가,2026-07-11 13:41 KST,114.0,0.08779497171330009,19.4,36.02,38.09,39.880283,9.55942,24.13,74.816,7.3,1.63,19.45,1.91 -> 2.41 -> 2.73,713163000000.0,29825000000.0,21893000000.0,4.18,3.07,41565000000.0,14923000000.0,10727000000.0,67095000000.0,-56368000000.0,0.87,33.54,0.99,,yfinance,,,,Consumer Defensive,Discount Stores,89.58,-2.09,,,,,-1.67,Finnhub,2.06,19.45,28.02,10.03,25.12,9,42.33,-4.69,2026-07-10,4.57,0,0,20,0,12,8,5,5,50,C,12
AMD,AMD,AMD,876.24,557.8900146484375,287.6637496185303,93.9382405284827,580.9099731445312,-3.962741140676948,53.37123313085036,daily_close,일봉 종가,2026-07-11 13:41 KST,,,91.2,135.05,72.09,182.11447,13.67689,8.06,6.005,37.8,77.09,123.61,0.53 -> 1.0 -> 2.65,34639000000.0,3694000000.0,4335000000.0,10.66,12.51,7709000000.0,6735000000.0,5539000000.0,3847000000.0,1692000000.0,,0.0,0.0,,yfinance,,,,Technology,Semiconductors,80.7,4.43,,,,,4.63,Finnhub,2.0,123.61,63.8,15.22,42.78,18,185.45,-10.14,2026-07-10,4.57,0,0,6,5,15,10,5,0,41,C,13
JPM,JPM,JP모건 체이스,871.43,336.4700012207031,309.0803005981445,8.86167787774018,339.2200012207031,-0.8106833294333952,62.204359437629854,daily_close,일봉 종가,2026-07-11 13:41 KST,336.88,0.12185299664439836,17.2,11.99,75.66,15.775385,2.5657625,16.47,,12.7,,11.06,16.23 -> 19.75 -> 20.02,181847000000.0,,57048000000.0,,31.37,-147782000000.0,-147782000000.0,343338000000.0,499982000000.0,-156644000000.0,1.78,28.24,6.0,,yfinance,,,,Financial Services,Banks - Diversified,,,,,,,,,0.92,11.06,20.64,9.35,35.37,16,-23.57,-72.56,2026-07-10,4.57,8,3,16,16,8,8,3,0,62,B,14
INTC,INTC,Intel Corporation,673.43,109.83999633789062,62.46519995689392,75.84190303351176,140.94000244140625,-22.06613137845304,33.09059800724184,daily_close,일봉 종가,2026-07-11 13:41 KST,,,98.63,65.53,64.05,,6.296163,-2.91,36.028,7.2,6.88,,1.94 -> 0.4,52853000000.0,-23000000.0,-267000000.0,-0.04,-0.51,9697000000.0,-4949000000.0,14265000000.0,46585000000.0,-32320000000.0,,0.0,0.0,,yfinance,,,,Technology,Semiconductors,32.08,-1.25,,,,,1244.7,Finnhub,,,63.8,15.22,42.78,18,,-58.63,2026-07-10,4.57,0,0,0,0,0,10,3,5,18,D,15
V,V,비자,622.33,348.9700012207031,329.1139488220215,6.033184697807935,373.30999755859375,-6.520049421947315,69.5308261179957,daily_close,일봉 종가,2026-07-11 13:41 KST,,,35.5,28.25,91.68,29.938046,18.40414,60.35,67.233,17.1,10.39,10.99,8.28 -> 9.73 -> 10.2,40000000000.0,26556000000.0,20058000000.0,66.39,50.14,23059000000.0,21577000000.0,17164000000.0,25171000000.0,-8007000000.0,0.77,21.97,2.68,,yfinance,,,,Financial Services,Credit Services,91.67,0.0,,,,,1.24,Finnhub,0.84,10.99,20.64,9.35,35.37,16,45.05,96.84,2026-07-10,4.57,0,0,20,16,8,10,1,0,55,B,16
XOM,XOM,엑슨모빌,571.22,138.8800048828125,136.30759983062745,1.8872058897533635,171.47000122070312,-19.00623788760768,52.629009799898235,daily_close,일봉 종가,2026-07-11 13:41 KST,,,-43.4,12.2,68.74,23.05565,2.20271,9.87,18.261,2.6,-14.41,-13.19,8.89 -> 7.84 -> 6.7,323905000000.0,33938000000.0,28844000000.0,10.48,8.91,51970000000.0,23612000000.0,10681000000.0,43537000000.0,-32856000000.0,2.97,68.01,4.12,,yfinance,,,,Energy,Oil & Gas Integrated,51.61,0.0,,,,,5.59,Finnhub,,-13.19,25.97,1.99,8.25,2,,,2026-07-10,4.57,4,3,6,0,0,0,5,5,23,D,17
ORCL,ORCL,오라클,530.03,140.63999938964844,195.72389945983886,-28.14367597529562,328.3299865722656,-57.16504579495864,12.42897264306768,daily_close,일봉 종가,2026-07-11 13:41 KST,140.85,0.14931784077283888,21.9,36.14,43.89,24.44254,10.927914,53.38,388.87,20.6,24.33,25.36,3.71 -> 4.34 -> 5.83,67357000000.0,22444000000.0,17087000000.0,33.32,25.37,31977000000.0,-23686000000.0,31289000000.0,156189000000.0,-124900000000.0,1.42,34.31,2.0,,yfinance,,,,Technology,Software - Infrastructure,81.63,2.78,,,,,9.27,Finnhub,1.12,25.36,63.8,15.22,42.78,18,-61.69,-28.2,2026-07-10,4.57,4,0,20,10,15,8,1,3,61,B,18
AMAT,AMAT,"Applied Materials, Inc.",489.96,602.5,349.23359962463377,72.52062821205753,723.0,-16.666666666666664,48.57688461437986,daily_close,일봉 종가,2026-07-11 13:41 KST,604.8,0.38174273858920404,33.5,18.76,85.14,58.803005,20.815569,39.69,30.399,11.4,7.66,3.34,8.11 -> 8.61 -> 8.66,28368000000.0,8470000000.0,6998000000.0,29.86,24.67,7958000000.0,5698000000.0,7241000000.0,7050000000.0,191000000.0,,,,,,,,,,,,,,,,,,,1.76,3.34,38.37,11.65,26.14,14,53.25,78.67,2026-07-10,4.57,0,0,20,5,4,10,5,5,49,C,19
CSCO,CSCO,시스코 시스템즈,471.16,121.30999755859375,86.11420001983643,40.871072982911016,130.0,-6.684617262620192,52.7926742159225,daily_close,일봉 종가,2026-07-11 13:41 KST,,,37.1,18.51,82.88,39.003334,9.43553,25.23,67.541,12.0,-3.59,-7.8,3.07 -> 2.54 -> 2.61,56654000000.0,12504000000.0,10180000000.0,22.07,17.97,14193000000.0,13288000000.0,8346000000.0,28093000000.0,-19747000000.0,1.38,55.0,1.68,,yfinance,,,,Technology,Communication Equipment,69.7,-2.18,,,,,-0.11,Finnhub,1.05,-7.8,63.8,15.22,42.78,18,-38.87,-38.01,2026-07-10,4.57,0,0,20,10,0,10,5,0,45,C,20
CAT,CAT,"Caterpillar, Inc.",454.06,952.4099731445312,709.0436488342285,34.323179498248464,1064.9000244140625,-10.563437758528215,46.233113039969815,daily_close,일봉 종가,2026-07-11 13:41 KST,953.8,0.14594837251433984,30.2,19.61,72.9,52.901146,26.286688,51.33,230.793,22.2,-14.7,-3.31,20.12 -> 22.05 -> 18.81,67589000000.0,11151000000.0,8884000000.0,16.5,13.14,11739000000.0,7453000000.0,9980000000.0,43330000000.0,-33350000000.0,0.68,29.58,6.52,,yfinance,,,,Industrials,Farm & Heavy Construction Machinery,55.88,2.94,,,,,7.97,Finnhub,1.75,-3.31,33.68,12.49,37.04,7,57.07,110.46,2026-07-10,4.57,0,0,20,5,0,10,5,5,45,C,21
MA,MA,마스터카드,432.77,526.739990234375,529.6123986816406,-0.5423604988130624,598.9600219726562,-12.0575713050809,68.77729683315471,daily_close,일봉 종가,2026-07-11 13:41 KST,,,21.2,35.12,91.48,30.26883,68.95987,232.08,282.059,15.8,19.52,18.17,11.83 -> 13.89 -> 16.52,32791000000.0,19514000000.0,14968000000.0,59.51,45.65,17648000000.0,16433000000.0,10566000000.0,19000000000.0,-8434000000.0,0.66,18.23,3.48,,yfinance,,,,Financial Services,Credit Services,90.2,0.2,,,,,2.2,Finnhub,1.43,18.17,20.64,9.35,35.37,16,46.65,637.54,2026-07-10,4.57,0,0,20,10,12,8,1,5,56,B,22
COST,COST,코스트코,421.95,916.25,956.811248474121,-4.239211081475712,1094.3199462890625,-16.272201461091313,38.03535885657152,daily_close,일봉 종가,2026-07-11 13:41 KST,,,45.5,45.01,73.76,46.512577,24.80471,29.15,60.257,21.5,11.83,13.4,14.16 -> 16.56 -> 18.21,275235000000.0,10383000000.0,8099000000.0,3.77,2.94,13335000000.0,7837000000.0,14161000000.0,8173000000.0,5988000000.0,0.64,27.01,5.88,,yfinance,,,,Consumer Defensive,Discount Stores,68.18,0.0,,,,,-0.24,Finnhub,1.02,13.4,28.02,10.03,25.12,9,66.0,147.31,2026-07-10,4.57,0,0,20,10,8,10,5,5,58,B,23
BAC,BAC,뱅크오브아메리카,398.83,59.66999816894531,52.76850004196167,13.078821875731824,59.900001525878906,-0.3839788832630066,68.35977305141385,daily_close,일봉 종가,2026-07-11 13:41 KST,,,24.4,11.85,70.64,14.362283,1.4969997,10.64,,8.1,,11.22,3.08 -> 3.21 -> 3.81,113097000000.0,,30509000000.0,,26.98,12613000000.0,12613000000.0,239319000000.0,365904000000.0,-126585000000.0,,,,,,,,,,,,,,,,,,,0.59,11.22,38.37,11.65,26.14,14,-62.57,-87.15,2026-07-10,4.57,8,6,12,20,8,8,1,0,63,B,24
GE,GE,GE Aerospace,373.67,359.2699890136719,311.0984504699707,15.484338951521393,378.67999267578125,-5.125700865513605,51.43762141302695,daily_close,일봉 종가,2026-07-11 13:41 KST,,,-1.8,276.01,80.99,46.539227,21.592997,45.43,116.527,24.7,28.38,-1.32,8.36 -> 5.99 -> 8.14,45855000000.0,8680000000.0,8704000000.0,18.93,18.98,8537000000.0,7264000000.0,12392000000.0,20495000000.0,-8103000000.0,0.52,19.25,1.88,,yfinance,,,,Industrials,Aerospace & Defense,,,,,,,,,,-1.32,33.68,12.49,37.04,7,38.18,72.88,2026-07-10,4.57,0,0,20,0,0,0,5,0,25,D,25
UNH,UNH,유나이티드헬스,364.13,424.6199951171875,339.4734991455078,25.081927215527227,625.25,-32.087965595011994,62.931780179912764,daily_close,일봉 종가,2026-07-11 13:41 KST,,,0.7,25.21,85.93,32.26923,3.969369,12.18,73.982,2.0,-41.26,-25.54,23.86 -> 15.51 -> 13.23,447567000000.0,18964000000.0,12056000000.0,4.24,2.69,19697000000.0,16075000000.0,24365000000.0,78389000000.0,-54024000000.0,,,,,,,,,,,,,,,,,,,46.1,-25.54,38.37,11.65,26.14,14,-15.9,-65.93,2026-07-10,4.57,0,0,12,0,0,2,3,5,22,D,26
MS,MS,Morgan Stanley,352.0,222.27999877929688,180.01994934082032,23.475203494512876,227.08999633789062,-2.1181019138495567,49.02476484138098,daily_close,일봉 종가,2026-07-11 13:41 KST,,,31.9,15.4,62.71,19.190218,3.201366,16.39,502.246,16.3,,40.39,5.18 -> 7.95 -> 10.21,65966000000.0,,16861000000.0,,25.56,-17889000000.0,-20787000000.0,81310000000.0,370538000000.0,-289228000000.0,1.8,35.55,4.0,,yfinance,,,,Financial Services,Capital Markets,56.25,1.7,,,,,13.19,Finnhub,0.6,40.39,20.64,9.35,35.37,16,-7.02,-65.76,2026-07-10,4.57,4,0,16,20,15,10,5,0,70,A,27
PG,PG,프록터앤갬블,350.17,147.0399932861328,148.3427005004883,-0.8781741265059354,179.6999969482422,-18.174738017116507,44.41469801602598,daily_close,일봉 종가,2026-07-11 13:41 KST,,,5.8,23.88,71.92,21.469986,6.3532777,31.11,67.651,7.4,2.84,5.04,5.9 -> 6.02 -> 6.51,84284000000.0,20451000000.0,15974000000.0,24.26,18.95,17817000000.0,14044000000.0,9556000000.0,35463000000.0,-25907000000.0,2.9,61.8,4.26,,yfinance,,,,Consumer Defensive,Household & Personal Products,61.11,-1.75,,,,,0.19,Finnhub,3.7,5.04,28.02,10.03,25.12,9,-23.38,-36.66,2026-07-10,4.57,4,0,20,0,4,5,5,5,43,C,28
CVX,CVX,쉐브론,345.8,176.39999389648438,172.81410011291504,2.075000697990699,211.14999389648438,-16.457495147755523,54.472056213698956,daily_close,일봉 종가,2026-07-11 13:41 KST,,,-44.5,14.21,70.53,28.87805,1.784169,6.64,23.989,2.3,-11.86,-23.6,11.36 -> 9.72 -> 6.63,184432000000.0,16674000000.0,12299000000.0,9.04,6.67,33939000000.0,16592000000.0,6293000000.0,40758000000.0,-34465000000.0,4.04,120.38,7.12,,yfinance,,,,Energy,Oil & Gas Integrated,74.19,0.0,,,,,15.54,Finnhub,,-23.6,25.97,1.99,8.25,2,,,2026-07-10,4.57,0,6,6,0,0,0,5,5,22,D,29
KO,KO,코카콜라,341.57,83.48999786376953,74.74425018310546,11.700896937542467,84.13999938964844,-0.7725238062681452,66.50560186911353,daily_close,일봉 종가,2026-07-11 13:41 KST,,,18.2,23.92,68.23,25.562893,10.400461,43.37,124.943,12.1,6.34,10.94,2.47 -> 2.46 -> 3.04,47941000000.0,14911000000.0,13107000000.0,31.1,27.34,7408000000.0,5296000000.0,10270000000.0,45492000000.0,-35222000000.0,2.54,64.78,2.12,,yfinance,,,,Consumer Defensive,Beverages - Non-Alcoholic,82.35,-0.51,,,,,1.67,Finnhub,1.4,10.94,28.02,10.03,25.12,9,-8.77,3.69,2026-07-10,4.57,0,0,20,10,8,8,1,0,47,C,30
HD,HD,홈디포,333.32,343.29998779296875,353.56889907836916,-2.904359323506077,431.3699951171875,-20.416349843779315,55.954577366908886,daily_close,일봉 종가,2026-07-11 13:41 KST,343.7,0.11651972655253075,-4.3,23.05,76.11,25.066097,25.343489,128.38,459.356,4.8,-2.95,-2.96,15.11 -> 14.91 -> 14.23,164683000000.0,20890000000.0,14156000000.0,12.68,8.6,16325000000.0,12646000000.0,1389000000.0,65350000000.0,-63961000000.0,2.71,65.55,9.32,,yfinance,,,,Consumer Cyclical,Home Improvement Retail,63.04,0.0,,,,,-1.8,Finnhub,,-2.96,76.08,14.24,46.97,7,-67.05,77.97,2026-07-10,4.57,0,0,20,0,0,0,3,5,28,D,31
NFLX,NFLX,넷플릭스,325.83,73.37000274658203,94.94031490325928,-22.719865821655013,133.91299438476562,-45.21069214853668,41.14791258513371,daily_close,일봉 종가,2026-07-11 13:41 KST,,,86.4,37.65,85.06,23.93226,10.040602,48.49,53.788,16.2,27.92,45.02,1.2 -> 1.98 -> 2.53,45183036000.0,13326603000.0,10981201000.0,29.49,24.3,10149273000.0,9461053000.0,9033681000.0,14462836000.0,-5429155000.0,,0.0,0.0,,yfinance,,,,Communication Services,Entertainment,77.59,-0.38,,,,,-7.11,Finnhub,0.28,45.02,20.56,6.46,33.02,6,16.4,55.43,2026-07-10,4.57,4,0,20,20,15,10,5,3,77,A,32
GS,GS,"Goldman Sachs Group, Inc. (The)",323.49,1055.1800537109375,895.8142520141602,17.790049816516902,1106.3699951171875,-4.626837462347117,39.792793571305005,daily_close,일봉 종가,2026-07-11 13:41 KST,1056.88,0.1611048543880363,24.2,14.31,74.65,18.620369,2.8635786,14.55,678.596,14.5,38.6,49.8,22.87 -> 40.54 -> 51.32,58283000000.0,,17176000000.0,,29.47,-45154000000.0,-47218000000.0,164259000000.0,386150000000.0,-221891000000.0,1.71,28.31,18.0,,yfinance,,,,Financial Services,Capital Markets,,,,,,,,,0.77,49.8,20.64,9.35,35.37,16,-9.79,-69.37,2026-07-10,4.57,4,3,12,16,15,8,5,0,63,B,33
TXN,TXN,Texas Instruments Incorporated,293.83,311.4599914550781,218.60400062561035,42.476803061118964,332.2799987792969,-6.265802155021547,45.640874473816574,daily_close,일봉 종가,2026-07-11 13:41 KST,312.29,0.2664896191142443,31.3,26.03,92.64,48.790596,15.481097,32.35,83.741,18.6,14.96,-12.2,7.07 -> 5.2 -> 5.45,17682000000.0,6140000000.0,5001000000.0,34.72,28.28,7153000000.0,2603000000.0,3225000000.0,14048000000.0,-10823000000.0,,,,,,,,,,,,,,,,,,,1.56,-12.2,38.37,11.65,26.14,14,27.16,32.88,2026-07-10,4.57,0,0,20,5,0,10,5,0,40,C,34
PM,PM,Philip Morris International Inc,278.05,181.6199951171875,167.65625,8.328794850885368,191.86000061035156,-5.3372279060712025,54.31867482140587,daily_close,일봉 종가,2026-07-11 13:41 KST,,,-9.3,19.77,84.09,24.991562,-29.843803,,,9.1,11.42,20.26,5.02 -> 4.53 -> 7.26,40648000000.0,14933000000.0,11348000000.0,36.74,27.92,12233000000.0,10664000000.0,4872000000.0,48835000000.0,-43963000000.0,3.24,81.09,5.88,,yfinance,,,,Consumer Defensive,Tobacco,73.08,2.71,,,,,1.09,Finnhub,,20.26,28.02,10.03,25.12,9,-10.81,,2026-07-10,4.57,4,0,0,0,12,0,5,0,21,D,35
WFC,WFC,Wells Fargo & Company,251.55,87.16000366210938,84.45080017089843,3.208025839575796,96.38999938964844,-9.575677752862704,67.97103477525499,daily_close,일봉 종가,2026-07-11 13:41 KST,87.18,0.022942103086813808,15.1,12.27,78.74,12.772798,1.5535587,12.03,,5.7,29.45,13.84,4.83 -> 5.37 -> 6.26,83699000000.0,,21338000000.0,,25.49,-19001000000.0,-19001000000.0,174210000000.0,193035000000.0,-18825000000.0,2.07,27.05,1.8,,yfinance,,,,Financial Services,Banks - Diversified,72.41,-0.92,,,,,2.67,Finnhub,0.85,13.84,20.64,9.35,35.37,16,-38.12,-83.38,2026-07-10,4.57,8,6,12,16,8,8,1,0,59,B,36
RTX,RTX,RTX Corporation,249.94,195.92999267578125,184.86294998168944,5.986620193601797,212.16000366210938,-7.649891924104788,64.8547452086402,daily_close,일봉 종가,2026-07-11 13:41 KST,195.63,-0.15311217628516577,32.5,32.9,81.57,35.080524,3.8062053,11.57,57.229,8.7,42.25,49.14,2.23 -> 3.55 -> 4.96,88603000000.0,9300000000.0,6732000000.0,10.5,7.6,10567000000.0,7448000000.0,7435000000.0,39506000000.0,-32071000000.0,1.49,51.03,2.92,,yfinance,,,,Industrials,Aerospace & Defense,,,,,,,,,1.08,49.14,33.68,12.49,37.04,7,4.16,-69.53,2026-07-10,4.57,0,0,12,10,15,10,3,0,50,C,37
QCOM,QCOM,QUALCOMM Incorporated,238.32,189.16000366210938,168.8756997680664,12.011381105689809,251.02000427246094,-24.643454528511512,29.164311245895405,daily_close,일봉 종가,2026-07-11 13:41 KST,,,173.0,19.11,84.91,20.292473,7.326656,36.08,55.979,-3.5,20.88,-11.66,6.42 -> 8.97 -> 5.01,44284000000.0,12394000000.0,5541000000.0,27.99,12.51,14012000000.0,12820000000.0,5520000000.0,14811000000.0,-9291000000.0,1.95,38.28,3.68,,yfinance,,,,Technology,Semiconductors,,,,,,,,,0.12,-11.66,63.8,15.22,42.78,18,-68.19,-51.86,2026-07-10,4.57,4,0,20,20,0,10,3,5,62,B,38
